RFSS	Site	Name	Freqs	 	 	 	 	 	 	 
1 (1)	001 (1)	West Cell	770.08125	771.40625	771.85625a	772.15625a	772.30625c	772.45625a	772.60625	772.90625
 	 	 	773.18125	773.93125	774.40625	774.68125	 
