1001,3e9,DE,CAPD 1,Police Dispatch,Law Dispatch,Campbell,4
1002,3ea,DE,CAPD 2,Police Ch 2,Law Tac,Campbell,4
1003,3eb,DE,CAPD 3,Police Ch 3,Law Tac,Campbell,4
1004,3ec,DE,CAPDTAC,Police Tac,Law Tac,Campbell,4
1005,3ed,DE,CAPDDET,Police Detectives,Law Talk,Campbell,4
1006,3ee,DE,CAPDOP1,Police Special Ops 1,Law Talk,Campbell,4
1007,3ef,DE,CAPDOP2,Police Special Ops 2,Law Talk,Campbell,4
1008,3f0,D,CAXGRD,Crossing Guards,Law Talk,Campbell,12
1009,3f1,D,CA LGOV,Local Government,Public Works,Campbell,11
1101,44d,DE,GPD 1,Police Dispatch,Law Dispatch,Gilroy,4
1102,44e,DE,GPD 2,Police Ch. 2,Law Tac,Gilroy,4
1103,44f,DE,GPD ACT,Police Anti Crime Team,Law Talk,Gilroy,4
1104,450,DE,GPD DET,Police Detectives,Law Talk,Gilroy,4
1105,451,DE,GPD TRF,Police Traffic,Law Talk,Gilroy,4
1106,452,DE,GPD OP3,Police Ops 3,Law Talk,Gilroy,4
1107,453,DE,GPD TAC1,Police Tac 1,Law Tac,Gilroy,4
1108,454,DE,GPD TAC2,Police Tac 2,Law Tac,Gilroy,4
1151,47f,D,LOS ALTOS PD 1,Police Dispatch,Law Dispatch,Los Altos,1
1152,480,DE,LOS ALTOS PD 2,Police Ch 2,Law Tac,Los Altos,1
1153,481,DE,LOS ALTOS TAC1,Police Tac 1,Law Tac,Los Altos,1
1154,482,DE,LOS ALTOS TAC2,Police Tac 2,Law Tac,Los Altos,1
1155,483,DE,LOS ALTOS EVENT,Police Special Event,Law Tac,Los Altos,1
1251,4e3,DE,LGPD 1,Police Dispatch,Law Dispatch,Los Gatos,4
1252,4e4,DE,LGPD 2,Police Ch. 2,Law Tac,Los Gatos,4
1253,4e5,D,LGPD 3,Police Ch. 3,Law Tac,Los Gatos,4
1254,4e6,DE,LGPD DET,Police Detectives,Law Talk,Los Gatos,4
1255,4e7,DE,LGPD HRT,Police HRT,Law Talk,Los Gatos,4
1256,4e8,DE,LGPD CRU,Police Covert Response Unit,Law Tac,Los Gatos,4
1257,4e9,D,LOS GATOS PW,Public Works,Public Works,Los Gatos,11
1301,515,D,MPD 1,Police Dispatch,Law Dispatch,Milpitas,4
1302,516,DE,MPD 2,Police Ch 2,Law Tac,Milpitas,4
